overflow,0xbd5cfa0e509b2981753da7a53ee18f5876f8631e,EthereumUltimate,229,9,balances[msg.sender] += amount
underflow,0x1ad89cda3532ad4179accda58917bd7bb632b290,EOTCoin,79,21,totalSupply - circulatingSupply
overflow,0x1ad89cda3532ad4179accda58917bd7bb632b290,EOTCoin,78,22,msg.value * price
overflow,0x1ad89cda3532ad4179accda58917bd7bb632b290,EOTCoin,83,9,circulatingSupply += token
overflow,0x1ad89cda3532ad4179accda58917bd7bb632b290,EOTCoin,84,9,balances[msg.sender] += token
overflow,0x1ad89cda3532ad4179accda58917bd7bb632b290,EOTCoin,39,13,balances[_to] += _value
overflow,0x4763a99c42ab4cec9d18b39dbc4a9f4226289563,Prophet,225,34,dests.length * amount
overflow,0x4763a99c42ab4cec9d18b39dbc4a9f4226289563,Prophet,224,26,coins * (10 ** uint256(decimals))
overflow,0x4763a99c42ab4cec9d18b39dbc4a9f4226289563,Prophet,225,18,tokensIssued + (dests.length * amount)
underflow,0x96edfc8d938f99275405d4b330a9b85381b61b1a,TokenERC20,153,9,totalSupply -= _value
underflow,0x96edfc8d938f99275405d4b330a9b85381b61b1a,TokenERC20,135,9,totalSupply -= _value
overflow,0x96edfc8d938f99275405d4b330a9b85381b61b1a,TokenERC20,54,33,balanceOf[_from] + balanceOf[_to]
overflow,0x96edfc8d938f99275405d4b330a9b85381b61b1a,TokenERC20,61,16,balanceOf[_from] + balanceOf[_to]
overflow,0x2d4c0a94ecc29513972b302ea143aa6e0412fcde,BasisIco,79,1,contract BasisIco  {\r
overflow,0x2d4c0a94ecc29513972b302ea143aa6e0412fcde,BasisIco,278,20,bssTotalSuply + tokens
overflow,0x2d4c0a94ecc29513972b302ea143aa6e0412fcde,BasisIco,294,15,bssTotalSuply + _tokens
overflow,0x2d4c0a94ecc29513972b302ea143aa6e0412fcde,BasisIco,236,8,Cast_Arr.push(tmp_investor)
underflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,Shmoo,154,9,totalSupply -= _value
underflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,Shmoo,172,9,totalSupply -= _value
overflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,Shmoo,207,9,balanceOf[target] += mintedAmount
overflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,Shmoo,208,9,totalSupply += mintedAmount
underflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,TokenERC20,154,9,totalSupply -= _value
underflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,TokenERC20,172,9,totalSupply -= _value
overflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,TokenERC20,80,16,balanceOf[_from] + balanceOf[_to]
overflow,0xfdf475788c31c57e85f2c48add16164fb5ac84e3,TokenERC20,73,33,balanceOf[_from] + balanceOf[_to]
underflow,0xce58d27fd266e63c4055ce1b77c6fd6e0a74190b,etktokens,176,9,totalSupply -= _value
underflow,0xce58d27fd266e63c4055ce1b77c6fd6e0a74190b,etktokens,194,9,totalSupply -= _value
overflow,0xce58d27fd266e63c4055ce1b77c6fd6e0a74190b,etktokens,79,9,totalSupply += mintedAmount
overflow,0xce58d27fd266e63c4055ce1b77c6fd6e0a74190b,etktokens,102,16,balanceOf[_from] + balanceOf[_to]
overflow,0xce58d27fd266e63c4055ce1b77c6fd6e0a74190b,etktokens,78,3,balanceOf[target] += mintedAmount
overflow,0xce58d27fd266e63c4055ce1b77c6fd6e0a74190b,etktokens,95,33,balanceOf[_from] + balanceOf[_to]
overflow,0x898bf39cd67658bd63577fb00a2a3571daecbc53,elixor,252,17,balances[addressToAddTo]+=amount
overflow,0x898bf39cd67658bd63577fb00a2a3571daecbc53,elixor,253,17,totalSupply+=amount
underflow,0x8e0806b4e7aa1e74d798124756bcf1263cd830d0,Vow,65,9,wc.balance -= amount
overflow,0x8e0806b4e7aa1e74d798124756bcf1263cd830d0,Vow,33,17,numVows++
underflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,MyAdvancedToken,150,9,totalSupply -= _value
underflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,MyAdvancedToken,168,9,totalSupply -= _value
overflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,MyAdvancedToken,214,9,balanceOf[target] += mintedAmount
overflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,MyAdvancedToken,215,9,totalSupply += mintedAmount
underflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,TokenERC20,150,9,totalSupply -= _value
underflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,TokenERC20,168,9,totalSupply -= _value
overflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,TokenERC20,78,16,balanceOf[_from] + balanceOf[_to]
overflow,0x9fe173573b3f3cf4aebce5fd5bef957b9a6686e8,TokenERC20,71,33,balanceOf[_from] + balanceOf[_to]
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,Fee,186,9,balances[_to] += _value
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,Fee,84,5,owners.push(_owner)
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,Owned,98,5,return owners
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,Owned,84,5,owners.push(_owner)
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,Owned,98,5,return owners
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,StandardToken,186,9,balances[_to] += _value
overflow,0xe00e451da1ab65beab172ef6055293c53a2c4507,StandardToken,177,9,balances[_to] += _value
overflow,0x516e5436bafdc11083654de7bb9b95382d08d5de,ERC20Token,56,13,balances[_to] += _value
overflow,0x516e5436bafdc11083654de7bb9b95382d08d5de,ERC20Token,66,13,balances[_to] += _value
overflow,0x516e5436bafdc11083654de7bb9b95382d08d5de,StandardToken,56,13,balances[_to] += _value
overflow,0x516e5436bafdc11083654de7bb9b95382d08d5de,StandardToken,66,13,balances[_to] += _value
overflow,0x1114cb441b5b4c424b7ff350910ed0f079768e19,AtlantisCoinToken,56,13,balances[_to] += _value
overflow,0x1114cb441b5b4c424b7ff350910ed0f079768e19,AtlantisCoinToken,66,13,balances[_to] += _value
overflow,0x1114cb441b5b4c424b7ff350910ed0f079768e19,StandardToken,56,13,balances[_to] += _value
overflow,0x1114cb441b5b4c424b7ff350910ed0f079768e19,StandardToken,66,13,balances[_to] += _value
underflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,KairosToken,202,5,totalSupply -= _value
underflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,KairosToken,193,5,totalSupply -= _value
overflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,KairosToken,180,9,balances[_to] += _value
overflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,KairosToken,153,5,balances[kairosOwner] += amount
overflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,KairosToken,171,9,balances[_to] += _value
overflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,StandardToken,82,9,balances[_to] += _value
overflow,0xa6c9e4d4b34d432d4aea793fa8c380b9940a5279,StandardToken,72,9,balances[_to] += _value
underflow,0x78018b2e6d68f2e044474b147b0238fbf5e5f409,TokenERC20,156,9,totalSupply -= _value
underflow,0x78018b2e6d68f2e044474b147b0238fbf5e5f409,TokenERC20,138,9,totalSupply -= _value
overflow,0x78018b2e6d68f2e044474b147b0238fbf5e5f409,TokenERC20,57,33,balanceOf[_from] + balanceOf[_to]
overflow,0x78018b2e6d68f2e044474b147b0238fbf5e5f409,TokenERC20,64,16,balanceOf[_from] + balanceOf[_to]
underflow,0xaa2d807e8a63b6de146767151f7ef4be36ff31d7,TokenERC20,137,9,totalSupply -= _value
underflow,0xaa2d807e8a63b6de146767151f7ef4be36ff31d7,TokenERC20,155,9,totalSupply -= _value
overflow,0xaa2d807e8a63b6de146767151f7ef4be36ff31d7,TokenERC20,63,16,balanceOf[_from] + balanceOf[_to]
overflow,0xaa2d807e8a63b6de146767151f7ef4be36ff31d7,TokenERC20,56,33,balanceOf[_from] + balanceOf[_to]
underflow,0x45d147c800d401350b24fc1cd5fbc98040b177c8,NinjaToken,47,7,balances[_to]-=_value
underflow,0x45d147c800d401350b24fc1cd5fbc98040b177c8,StandardToken,47,7,balances[_to]-=_value
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,269,29,ico_start + 7 days
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,279,29,ico_start + 14 days
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,279,61,ico_start + 31 days
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,259,43,ico_start + 7 days
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,284,36,200*value
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,281,25,counter+1
overflow,0xb1d9f149e833510a3af3ab54dc1568ad11244bf7,blockoptions,269,60,ico_start + 14 days
underflow,0xc1d813fa26f04035b73e3770ed18ba5ecef3e17f,Z1Coin,441,13,totalSupply -= _value
underflow,0xc1d813fa26f04035b73e3770ed18ba5ecef3e17f,Z1Coin,465,13,totalSupply -= _value
overflow,0xaec71b3be50bc4cd99b44ea84fcf1ecc913bc33d,WETH,75,9,balanceOf[dst] += wad
overflow,0xaec71b3be50bc4cd99b44ea84fcf1ecc913bc33d,WETH,39,9,balanceOf[msg.sender] += msg.value
overflow,0x636740e327726fa05f720b10ec2d71e0cd4ae2a4,VitalikToken,133,9,totalSupply += tokensIssued
overflow,0x636740e327726fa05f720b10ec2d71e0cd4ae2a4,VitalikToken,123,9,totalContribution += msg.value
overflow,0x636740e327726fa05f720b10ec2d71e0cd4ae2a4,VitalikToken,130,13,totalBonusTokensIssued += bonusTokensIssued
overflow,0x636740e327726fa05f720b10ec2d71e0cd4ae2a4,VitalikToken,134,9,balances[msg.sender] += tokensIssued
underflow,0x8c27fafc6e56a997abe1681eee6de0077b458fd1,GigaCrowdsale,368,5,token.setContactInformation(_info)
overflow,0x8c27fafc6e56a997abe1681eee6de0077b458fd1,GigaCrowdsale,368,5,token.setContactInformation(_info)
overflow,0xe5afc5c92c8a789cad1cc41189e3fd370478a97e,EIDOO,56,13,balances[_to] += _value
overflow,0xe5afc5c92c8a789cad1cc41189e3fd370478a97e,EIDOO,66,13,balances[_to] += _value
overflow,0xe5afc5c92c8a789cad1cc41189e3fd370478a97e,EIDOO,138,13,"_spender.call(bytes4(bytes32(sha3(\""receiveApproval(address,uint256,address,bytes)\""))), msg.sender, _value, this, _extraData)"
overflow,0xe5afc5c92c8a789cad1cc41189e3fd370478a97e,StandardToken,56,13,balances[_to] += _value
overflow,0xe5afc5c92c8a789cad1cc41189e3fd370478a97e,StandardToken,66,13,balances[_to] += _value
overflow,0x9c9a23520ce288de07a20ce542b9d9fd5b086c25,CTeloTest,56,13,balances[_to] += _value
overflow,0x9c9a23520ce288de07a20ce542b9d9fd5b086c25,CTeloTest,66,13,balances[_to] += _value
overflow,0x9c9a23520ce288de07a20ce542b9d9fd5b086c25,StandardToken,56,13,balances[_to] += _value
overflow,0x9c9a23520ce288de07a20ce542b9d9fd5b086c25,StandardToken,66,13,balances[_to] += _value
overflow,0x4523351ffb38850978e4e36250bfb452ba4a1241,Dil,173,9,contributions[msg.sender] += msg.value
overflow,0x4523351ffb38850978e4e36250bfb452ba4a1241,Dil,174,9,contributed += msg.value
overflow,0x4523351ffb38850978e4e36250bfb452ba4a1241,Dil,101,13,balances[_to] += _value
overflow,0x4523351ffb38850978e4e36250bfb452ba4a1241,Dil,91,13,balances[_to] += _value
overflow,0x4523351ffb38850978e4e36250bfb452ba4a1241,StandardToken,101,13,balances[_to] += _value
overflow,0x4523351ffb38850978e4e36250bfb452ba4a1241,StandardToken,91,13,balances[_to] += _value
underflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,MyAdvancedToken,170,9,totalSupply -= _value
underflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,MyAdvancedToken,152,9,totalSupply -= _value
overflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,MyAdvancedToken,214,9,totalSupply += mintedAmount
overflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,MyAdvancedToken,213,9,balanceOf[target] += mintedAmount
underflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,TokenERC20,170,9,totalSupply -= _value
underflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,TokenERC20,152,9,totalSupply -= _value
overflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,TokenERC20,78,16,balanceOf[_from] + balanceOf[_to]
overflow,0xf9bb11c0f18238021c1aff9aee5afd75619d898b,TokenERC20,71,33,balanceOf[_from] + balanceOf[_to]
overflow,0x5e0d4c7713914d17989ff5bcdfa5583dd714e65f,NectarCoin,142,9,totalSupply += mintedAmount
overflow,0x5e0d4c7713914d17989ff5bcdfa5583dd714e65f,NectarCoin,141,9,balanceOf[target] += mintedAmount
overflow,0x25e768e8fd64d62c36c842498ceb3c6cb056b389,EtherExchangeToken,56,13,balances[_to] += _value
overflow,0x25e768e8fd64d62c36c842498ceb3c6cb056b389,EtherExchangeToken,66,13,balances[_to] += _value
overflow,0x25e768e8fd64d62c36c842498ceb3c6cb056b389,StandardToken,56,13,balances[_to] += _value
overflow,0x25e768e8fd64d62c36c842498ceb3c6cb056b389,StandardToken,66,13,balances[_to] += _value
overflow,0x8fbbffe883bd8958b5324a9dba3987b4b2271379,Karma,52,9,balances[_to] += _value
overflow,0x8fbbffe883bd8958b5324a9dba3987b4b2271379,Karma,62,9,balances[_to] += _value
overflow,0x8fbbffe883bd8958b5324a9dba3987b4b2271379,StandardToken,52,9,balances[_to] += _value
overflow,0x8fbbffe883bd8958b5324a9dba3987b4b2271379,StandardToken,62,9,balances[_to] += _value
overflow,0x5ab80540efb902cd7a0daedd044779c5af3c3c81,AeaToken,76,9,balances[_to] += _value
overflow,0x5ab80540efb902cd7a0daedd044779c5af3c3c81,AeaToken,151,21,msg.value*1000
overflow,0x5ab80540efb902cd7a0daedd044779c5af3c3c81,StandardToken,76,9,balances[_to] += _value
overflow,0x5ab80540efb902cd7a0daedd044779c5af3c3c81,StandardToken,66,9,balances[_to] += _value
underflow,0xebf2f9e8de960f64ec0fdcda6cb282423133347b,CanabioToken,82,9,_totalSupply -= _value
underflow,0xebf2f9e8de960f64ec0fdcda6cb282423133347b,CanabioToken,91,9,_totalSupply -= _value
overflow,0xebf2f9e8de960f64ec0fdcda6cb282423133347b,CanabioToken,62,13,"spender.receiveApproval(msg.sender, _value, this, _extraData)"
underflow,0x7221816f73e710eb952ce08bcaf54a31600fae6c,SAN,280,9,totalOnDeposit -= amount
overflow,0x7221816f73e710eb952ce08bcaf54a31600fae6c,SAN,279,9,balances[owner] += amount
overflow,0x7221816f73e710eb952ce08bcaf54a31600fae6c,SAN,281,9,totalInCirculation += amount
overflow,0x7221816f73e710eb952ce08bcaf54a31600fae6c,SAN,271,16,_value * PLATFORM_FEE_PER_10000
overflow,0x7221816f73e710eb952ce08bcaf54a31600fae6c,SAN,306,9,totalSupply += amount
underflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,147,21,(int256)(earningsPerShare * balanceOfOld[_owner]) - payouts[_owner]
underflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,162,18,(int256) (earningsPerShare * totalSupply) - totalPayouts
underflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,158,10,this.balance - msg.value
underflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,161,10,balance()\r
underflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,161,10,balance()\r
overflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,153,3,totalPayouts += (int256) (balance * PRECISION)
overflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,162,28,earningsPerShare * totalSupply
overflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,152,3,payouts[msg.sender] += (int256) (balance * PRECISION)
overflow,0x8f64dcd3d43567afa274339e351d4388220bda1b,NumbersToken2,147,30,earningsPerShare * balanceOfOld[_owner]
overflow,0xb6fab190f0750a7c3fc683dfc91f624fd90694b5,FoundersVesting,258,11,withdrawsCount++
overflow,0xb6fab190f0750a7c3fc683dfc91f624fd90694b5,Goldmint,572,36,issuedExternallyTokens + _tokens
overflow,0xb6fab190f0750a7c3fc683dfc91f624fd90694b5,Goldmint,568,20,issuedExternallyTokens + _tokens
overflow,0xb6fab190f0750a7c3fc683dfc91f624fd90694b5,MNTP,142,20,totalSupply + _tokens
overflow,0x53f6c02d571f75439e6b20598ba0cfde5a9b6c36,DatoxToken,98,13,balances[_to] += _value
overflow,0x53f6c02d571f75439e6b20598ba0cfde5a9b6c36,DatoxToken,108,13,balances[_to] += _value
overflow,0x53f6c02d571f75439e6b20598ba0cfde5a9b6c36,StandardToken,98,13,balances[_to] += _value
overflow,0x53f6c02d571f75439e6b20598ba0cfde5a9b6c36,StandardToken,108,13,balances[_to] += _value
underflow,0x6de20d9d444354ff9b271a6ea6f9274f2467df35,Rollback,166,9,totalSetCredit -= credits[_account].total
overflow,0x6de20d9d444354ff9b271a6ea6f9274f2467df35,Rollback,165,9,totalSetCredit += _amount
overflow,0x52cf79593217e2ad49cf4e8c9ffe191e5fbc1694,XenToken,32,21,a + b
overflow,0xf33e8afd45f96038f38c0afcae6cba2133fa2b3c,ERC20Token,64,13,balances[_to] += _value
overflow,0xf33e8afd45f96038f38c0afcae6cba2133fa2b3c,ERC20Token,54,13,balances[_to] += _value
overflow,0xf33e8afd45f96038f38c0afcae6cba2133fa2b3c,StandardToken,64,13,balances[_to] += _value
overflow,0xf33e8afd45f96038f38c0afcae6cba2133fa2b3c,StandardToken,54,13,balances[_to] += _value
overflow,0x6a33a8b6646d0d6368a74e3687e209d2ae9f1f61,HumanStandardToken,72,13,balances[_to] += _value
overflow,0x6a33a8b6646d0d6368a74e3687e209d2ae9f1f61,HumanStandardToken,82,13,balances[_to] += _value
overflow,0x6a33a8b6646d0d6368a74e3687e209d2ae9f1f61,StandardToken,72,13,balances[_to] += _value
overflow,0x6a33a8b6646d0d6368a74e3687e209d2ae9f1f61,StandardToken,82,13,balances[_to] += _value
underflow,0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,EdgelessToken,75,13,balanceOf[_from]-locked[_from][getInterval()]
overflow,0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,EdgelessToken,96,19,currentInterval * intervalLength
overflow,0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,EdgelessToken,96,19,currentInterval * intervalLength + startTime
overflow,0x460dc8b70a189bee176d22d3f0272d171bd4c5ed,EdgelessToken,97,31,(now - startTime) / intervalLength + 1
overflow,0x37aa63c4cbd06a57f1ea35bceee4e46f0a7ce924,BasicToken,31,17,a + b
overflow,0x37aa63c4cbd06a57f1ea35bceee4e46f0a7ce924,StandardToken,31,17,a + b
overflow,0x37aa63c4cbd06a57f1ea35bceee4e46f0a7ce924,UniContract,13,17,a * b
underflow,0xd87b826b21e9234df37e0d72510c1a58321a6478,TokenERC20,153,9,totalSupply -= _value
underflow,0xd87b826b21e9234df37e0d72510c1a58321a6478,TokenERC20,135,9,totalSupply -= _value
overflow,0xd87b826b21e9234df37e0d72510c1a58321a6478,TokenERC20,54,33,balanceOf[_from] + balanceOf[_to]
overflow,0xd87b826b21e9234df37e0d72510c1a58321a6478,TokenERC20,61,16,balanceOf[_from] + balanceOf[_to]
overflow,0x70f1bf88e567d7ef45a0e639b8e7b3ecb67991c4,StandardToken,43,7,balances[_to] += _value
overflow,0x70f1bf88e567d7ef45a0e639b8e7b3ecb67991c4,StandardToken,52,7,balances[_to] += _value
overflow,0x70f1bf88e567d7ef45a0e639b8e7b3ecb67991c4,YECCOIN,43,7,balances[_to] += _value
overflow,0x70f1bf88e567d7ef45a0e639b8e7b3ecb67991c4,YECCOIN,52,7,balances[_to] += _value
underflow,0x651a824c225e60c1901ec6018a685aa38d82f23c,PimmelToken,101,9,totalSupply -= _value
underflow,0x651a824c225e60c1901ec6018a685aa38d82f23c,PimmelToken,91,9,totalSupply -= _value
overflow,0x783c386603d30e3439e6444c5d1c69230e725196,ArtexToken,168,28,valueWEI * etherPriceUSDWEI
overflow,0xa4cfe48051a2bd9ef5b380f274762928a3767d9d,ERC20Token,56,13,balances[_to] += _value
overflow,0xa4cfe48051a2bd9ef5b380f274762928a3767d9d,ERC20Token,66,13,balances[_to] += _value
overflow,0xa4cfe48051a2bd9ef5b380f274762928a3767d9d,StandardToken,56,13,balances[_to] += _value
overflow,0xa4cfe48051a2bd9ef5b380f274762928a3767d9d,StandardToken,66,13,balances[_to] += _value
overflow,0xc69f34a2c9cc16a48c2f12620c68837529d3b4ca,MathCoin,127,13,"_spender.call(bytes4(bytes32(keccak256(\""receiveApproval(address,uint256,address,bytes)\""))), msg.sender, _value, this, _extraData)"
overflow,0xc69f34a2c9cc16a48c2f12620c68837529d3b4ca,MathCoin,54,13,balances[_to] += _value
overflow,0xc69f34a2c9cc16a48c2f12620c68837529d3b4ca,MathCoin,64,13,balances[_to] += _value
overflow,0xc69f34a2c9cc16a48c2f12620c68837529d3b4ca,StandardToken,54,13,balances[_to] += _value
overflow,0xc69f34a2c9cc16a48c2f12620c68837529d3b4ca,StandardToken,64,13,balances[_to] += _value
overflow,0xa409b8561802134e4b9d58ee0d1af495db3f8fb9,Expand,32,21,a + b
underflow,0x37b26dc242ae4c345438d38a8f4600b3ec1be00a,Ultimat,135,9,totalSupply -= _value
underflow,0x37b26dc242ae4c345438d38a8f4600b3ec1be00a,Ultimat,153,9,totalSupply -= _value
overflow,0x37b26dc242ae4c345438d38a8f4600b3ec1be00a,Ultimat,54,33,balanceOf[_from] + balanceOf[_to]
overflow,0x37b26dc242ae4c345438d38a8f4600b3ec1be00a,Ultimat,61,16,balanceOf[_from] + balanceOf[_to]
underflow,0x32b7a3018e4b832dea848786348164667ec030f3,Molecule,135,9,totalSupply -= _value
underflow,0x32b7a3018e4b832dea848786348164667ec030f3,Molecule,153,9,totalSupply -= _value
overflow,0x32b7a3018e4b832dea848786348164667ec030f3,Molecule,61,16,balanceOf[_from] + balanceOf[_to]
overflow,0x32b7a3018e4b832dea848786348164667ec030f3,Molecule,54,33,balanceOf[_from] + balanceOf[_to]
underflow,0xad917a1043c78c5798a8f244944c741b3bb74803,PinZhiCoin,78,9,totalSupply -= _value
underflow,0xad917a1043c78c5798a8f244944c741b3bb74803,PinZhiCoin,87,9,totalSupply -= _value
overflow,0xad917a1043c78c5798a8f244944c741b3bb74803,PinZhiCoin,53,5,"function approveAndCall(address _spender, uint256 _value, bytes _extraData)\r"
overflow,0xad917a1043c78c5798a8f244944c741b3bb74803,PinZhiCoin,57,13,"spender.receiveApproval(msg.sender, _value, this, _extraData)"
overflow,0xfb9c566774c2f1de4d364a272cbf0de7c23dd825,StandardToken,120,16,balances[_owner] + lockedBalances[_owner]
overflow,0xfb9c566774c2f1de4d364a272cbf0de7c23dd825,StandardToken,109,13,balances[_to] += _value
overflow,0xfb9c566774c2f1de4d364a272cbf0de7c23dd825,StandardToken,99,13,balances[_to] += _value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,145,18,icoStart+(7*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,151,22,icoStart+(14*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,158,40,3500 * msg.value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,152,40,3750 * msg.value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,169,22,icoStart+(35*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,146,40,4000 * msg.value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,97,12,icoStart+(35*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,157,22,icoStart+(21*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,163,22,icoStart+(28*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,129,13,balanceOf[msg.sender] += _tokens
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,Crowdsale,164,40,3250 * msg.value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,GraphenePowerToken,145,18,icoStart+(7*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,GraphenePowerToken,151,22,icoStart+(14*24*60*60)
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,GraphenePowerToken,158,40,3500 * msg.value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,GraphenePowerToken,152,40,3750 * msg.value
overflow,0xca346d7550ad8796b757a9a9f00616d56474dd81,GraphenePowerToken,169,22,icoStart+(35*24*60*60)
